canonical_smiles,ligand_efficiency,pchembl_value,value,molecule_chembl_id,target_chembl_id,target_pref_name,target_organism
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,"{'bei': '10.67', 'le': '0.21', 'lle': '12.46', 'sei': '1.83'}",5.17,6.8,CHEMBL1384,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,"{'bei': '10.86', 'le': '0.22', 'lle': '12.58', 'sei': '1.82'}",5.25,5.6,CHEMBL176,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1cccc2ccccc12)c1ccc2c(c1)OCCCO2,"{'bei': '15.25', 'le': '0.28', 'lle': '1.51', 'sei': '8.82'}",5.28,5.2,CHEMBL4079235,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc2ccccc2c1)c1ccc2c(c1)OCCCO2,"{'bei': '15.41', 'le': '0.28', 'lle': '1.57', 'sei': '8.91'}",5.34,4.6,CHEMBL4103490,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1cc([N+](=O)[O-])ccc1F)c1ccc2c(c1)OCCCO2,"{'bei': '13.98', 'le': '0.26', 'lle': '2.36', 'sei': '4.87'}",5.02,9.5,CHEMBL4087113,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1cc([N+](=O)[O-])ccc1Cl)c1ccc2c(c1)OCCCO2,"{'bei': '14.39', 'le': '0.28', 'lle': '2.24', 'sei': '5.25'}",5.41,3.9,CHEMBL4065688,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2c(c1)OCCCO2,"{'bei': '14.25', 'le': '0.28', 'lle': '2.19', 'sei': '5.20'}",5.36,4.4,CHEMBL4099657,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(F)c([N+](=O)[O-])c1)c1ccc2c(c1)OCCCO2,"{'bei': '14.73', 'le': '0.28', 'lle': '2.63', 'sei': '5.14'}",5.29,5.1,CHEMBL4072772,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1c(F)cccc1Cl)c1ccc2c(c1)OCCCO2,"{'bei': '13.44', 'le': '0.27', 'lle': '1.29', 'sei': '7.82'}",4.69,20.6,CHEMBL4103082,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(Cl)cc1Cl)c1ccc2c(c1)OCCCO2,"{'bei': '14.69', 'le': '0.31', 'lle': '1.45', 'sei': '8.96'}",5.37,4.3,CHEMBL4078806,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1ccc2c(c1)OCCCO2,"{'bei': '13.82', 'le': '0.29', 'lle': '1.65', 'sei': '6.57'}",5.27,5.4,CHEMBL4095328,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1cc([N+](=O)[O-])ccc1O)c1ccc2c(c1)OCCCO2,"{'bei': '15.27', 'le': '0.29', 'lle': '3.23', 'sei': '4.43'}",5.46,3.5,CHEMBL4067921,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
CN(C)c1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCCO3)c(O)c1,"{'bei': '14.56', 'le': '0.27', 'lle': '2.79', 'sei': '6.20'}",5.17,6.7,CHEMBL4073816,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1cc(Cl)ccc1O)c1ccc2c(c1)OCCCO2,"{'bei': '14.07', 'le': '0.28', 'lle': '1.91', 'sei': '6.09'}",4.88,13.2,CHEMBL4094398,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(O)c([N+](=O)[O-])c1)c1ccc2c(c1)OCCCO2,"{'bei': '14.13', 'le': '0.27', 'lle': '2.82', 'sei': '4.10'}",5.05,8.9,CHEMBL4065221,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(O)c(O)c1)c1ccc2c(c1)OCCCO2,"{'bei': '15.56', 'le': '0.29', 'lle': '3.09', 'sei': '5.09'}",5.11,7.8,CHEMBL4086659,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
COc1cc(/C=N/NC(=O)c2ccc3c(c2)OCCCO3)cc(OC)c1O,"{'bei': '14.53', 'le': '0.27', 'lle': '3.08', 'sei': '5.49'}",5.41,3.9,CHEMBL4074137,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
COc1cc(/C=N/NC(=O)c2ccc3c(c2)OCCCO3)cc(OC)c1OC,"{'bei': '14.75', 'le': '0.28', 'lle': '3.06', 'sei': '6.50'}",5.7,2.0,CHEMBL4100896,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
COc1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCCO3)cc1OC,"{'bei': '15.12', 'le': '0.28', 'lle': '2.76', 'sei': '6.87'}",5.39,4.1,CHEMBL4088887,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
COc1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCCO3)cc1,"{'bei': '14.15', 'le': '0.26', 'lle': '2.00', 'sei': '6.68'}",4.62,24.1,CHEMBL4067660,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(O)cc1)c1ccc2c(c1)OCCCO2,"{'bei': '14.13', 'le': '0.26', 'lle': '2.09', 'sei': '5.51'}",4.41,38.7,CHEMBL4080993,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(-c2ccccc2)cc1)c1ccc2c(c1)OCCCO2,"{'bei': '14.31', 'le': '0.26', 'lle': '1.05', 'sei': '8.89'}",5.33,4.7,CHEMBL4105238,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(I)cc1)c1ccc2c(c1)OCCCO2,"{'bei': '12.22', 'le': '0.31', 'lle': '1.94', 'sei': '8.61'}",5.16,6.9,CHEMBL4070353,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(F)cc1)c1ccc2c(c1)OCCCO2,"{'bei': '14.28', 'le': '0.27', 'lle': '1.74', 'sei': '7.49'}",4.49,32.5,CHEMBL4098727,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc(C(F)(F)F)cc1)c1ccc2c(c1)OCCCO2,"{'bei': '13.47', 'le': '0.26', 'lle': '1.28', 'sei': '8.19'}",4.91,12.4,CHEMBL4061696,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCCCO2,"{'bei': '13.93', 'le': '0.26', 'lle': '2.23', 'sei': '4.61'}",4.75,17.6,CHEMBL4089804,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
CN(C)c1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCCO3)cc1,"{'bei': '15.15', 'le': '0.28', 'lle': '2.46', 'sei': '8.14'}",5.14,7.2,CHEMBL4100480,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
C(=N/C1CCCCC1)\c1ccc2c(c1)OCCCO2,"{'bei': '22.35', 'le': '0.42', 'lle': '2.20', 'sei': '18.81'}",5.8,1.6,CHEMBL4100081,CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12
O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)c(Oc2ccccc2)c1,,,100.0,CHEMBL175848,CHEMBL3822,Beta-ketoacyl-ACP synthase III,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CS(=O)(=O)c1ccc(-c2ccc(C(=O)Nc3ccccc3C(=O)O)cc2Oc2ccccc2)cc1,,,100.0,CHEMBL180466,CHEMBL3822,Beta-ketoacyl-ACP synthase III,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
O=C(Nc1cccc(O)c1C(=O)O)c1ccc(Br)c(Oc2ccccc2)c1,"{'bei': '10.97', 'le': '0.24', 'lle': '-0.20', 'sei': '4.90'}",4.7,20.0,CHEMBL191827,CHEMBL3822,Beta-ketoacyl-ACP synthase III,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
O=C(Nc1cccc(O)c1C(=O)O)c1ccc(-c2ccccc2)c(Oc2ccccc2)c1,"{'bei': '13.21', 'le': '0.24', 'lle': '-0.18', 'sei': '5.86'}",5.62,2.4,CHEMBL370931,CHEMBL3822,Beta-ketoacyl-ACP synthase III,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)c(Oc2ccccc2)c1,"{'bei': '17.83', 'le': '0.32', 'lle': '1.20', 'sei': '9.65'}",7.3,0.05,CHEMBL175848,CHEMBL3672,Beta-ketoacyl-ACP synthase III,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)
CS(=O)(=O)c1ccc(-c2ccc(C(=O)Nc3ccccc3C(=O)O)cc2Oc2ccccc2)cc1,"{'bei': '17.48', 'le': '0.33', 'lle': '3.02', 'sei': '7.76'}",8.52,0.003,CHEMBL180466,CHEMBL3672,Beta-ketoacyl-ACP synthase III,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)
O=C(Nc1cccc(O)c1C(=O)O)c1ccc(Br)c(Oc2ccccc2)c1,"{'bei': '17.44', 'le': '0.38', 'lle': '2.57', 'sei': '7.79'}",7.47,0.034,CHEMBL191827,CHEMBL3672,Beta-ketoacyl-ACP synthase III,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)
O=C(Nc1cccc(O)c1C(=O)O)c1ccc(-c2ccccc2)c(Oc2ccccc2)c1,"{'bei': '19.74', 'le': '0.36', 'lle': '2.60', 'sei': '8.76'}",8.4,0.004,CHEMBL370931,CHEMBL3672,Beta-ketoacyl-ACP synthase III,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)
O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)c(Oc2ccccc2)c1,"{'bei': '12.21', 'le': '0.22', 'lle': '-1.10', 'sei': '6.61'}",5.0,10.0,CHEMBL175848,CHEMBL3673,Beta-ketoacyl-ACP synthase III,Staphylococcus aureus subsp. aureus Mu50
CS(=O)(=O)c1ccc(-c2ccc(C(=O)Nc3ccccc3C(=O)O)cc2Oc2ccccc2)cc1,"{'bei': '9.48', 'le': '0.18', 'lle': '-0.88', 'sei': '4.21'}",4.62,24.0,CHEMBL180466,CHEMBL3673,Beta-ketoacyl-ACP synthase III,Staphylococcus aureus subsp. aureus Mu50
O=C(Nc1cccc(O)c1C(=O)O)c1ccc(Br)c(Oc2ccccc2)c1,"{'bei': '11.47', 'le': '0.25', 'lle': '0.01', 'sei': '5.12'}",4.91,12.3,CHEMBL191827,CHEMBL3673,Beta-ketoacyl-ACP synthase III,Staphylococcus aureus subsp. aureus Mu50
O=C(Nc1cccc(O)c1C(=O)O)c1ccc(-c2ccccc2)c(Oc2ccccc2)c1,"{'bei': '12.74', 'le': '0.23', 'lle': '-0.38', 'sei': '5.65'}",5.42,3.8,CHEMBL370931,CHEMBL3673,Beta-ketoacyl-ACP synthase III,Staphylococcus aureus subsp. aureus Mu50
